tax_id,species_name
238800, Rickettsia asiatica
238834, Clostridium estertheticum
238836, Shewanella donghaensis
239498, Tsukamurella pseudospumae
239935, Akkermansia muciniphila
240015, Acidobacterium capsulatum ATCC 51196
240016, Verrucomicrobium spinosum DSM 4136 = JCM 18804
240166, Desulfurobacterium pacificum
240167, Thermovibrio guaymasensis
240169, Desulfurobacterium atlanticum
240176, Coprinopsis cinerea okayama7#130
240206, Pterocles gutturalis
240302, Halobacillus dabanensis
240303, Halobacillus aidingensis
240427, Secundilactobacillus paracollinoides
240521, Rhizobium daejeonense
240840, Actinomadura meyerae
241145, Salegentibacter holothuriorum
241244, Rummeliibacillus stabekisii
241271, Cheilinus undulatus
241346, Semicossyphus pulcher
241368, Desulfovibrio ferrophilus
241416, Mesorhizobium temperatum
241820, Antennarius striatus
242065, Paracoccus bogoriensis
242163, Candidatus Burkholderia verschuerenii
242230, Eggerthella sinensis
242507, Pyricularia oryzae 70-15
242600, Ichthyobacterium seriolicida
242737, Mycobacterium neglectum
243061, Mycobacterium sherrisii
243090, Rhodopirellula baltica SH 1
243159, Acidithiobacillus ferrooxidans ATCC 23270
243161, Chlamydia muridarum str. Nigg
243164, Dehalococcoides mccartyi 195
243230, Deinococcus radiodurans R1 = ATCC 13939 = DSM 20539
243231, Geobacter sulfurreducens PCA
243232, Methanocaldococcus jannaschii DSM 2661
243233, Methylococcus capsulatus str. Bath
243274, Thermotoga maritima MSB8
243275, Treponema denticola ATCC 35405
243276, Treponema pallidum subsp. pallidum str. Nichols
243690, Methylobacterium goesingense
243899, endosymbiont 'TC1' of Trimyema compressum
243924, Pseudomonas lutea
244292, Mycobacterium nebraskense
244447, Cynoglossus semilaevis
244566, Pseudomonas lurida
244582, Candidatus Paracaedibacter symbiosus
244584, Mycoplasma testudineum
244592, Roseibium alexandrii DFL-11
244734, Bradyrhizobium betae
244735, Klugiella xanthotipulae
244830, Anaerospora hongkongensis
245187, Loktanella fryxellensis
245294, Chromohalobacter sarecensis
245385, Halomonas koreensis
245834, Neohortaea acidophila
246144, Enterococcus italicus
246167, Vibrio crassostreae
246191, Maridesulfovibrio ferrireducens
246194, Carboxydothermus hydrogenoformans Z-2901
246195, Dichelobacter nodosus VCS1703A
246197, Myxococcus xanthus DK 1622
246200, Ruegeria pomeroyi DSS-3
246264, Hydrogenivirga caldilitoris
246273, Wolbachia endosymbiont of Cimex lectularius
246305, Montipora capricornis
246409, Rhizopus delemar RA 99-880
246410, Coccidioides immitis RS
246432, Staphylococcus equorum
246437, Tupaia chinensis
246603, Citricoccus alkalitolerans
246613, Microbacterium halotolerans
246614, Brevipalpus obovatus
246786, Metabacillus indicus
246787, Bacteroides cellulosilyticus
247156, Nocardia farcinica IFM 10152
247279, Chroogloeocystis siderophila 5.2 s.c.1
247480, Thermaerobacillus caldiproteolyticus
247481, Candidatus Cardinium hertigii
247482, Tepidimonas aquatica
247523, Pseudoalteromonas aliena
248026, Cupriavidus pinatubonensis
248315, Veillonella rodentium
248316, Veillonella caviae
248451, Psychrobacter vallis
248903, Paenibacillus xylanilyticus
248905, Zobellia amurskyensis
248906, Zobellia laminariae
248907, Zobellia russellii
249018, Saccopteryx leptura
249058, Gordonia otitidis
249188, Haemophilus pittmaniae
249189, Enterococcus hermanniensis
249351, Flavobacterium psychrolimnae
249352, Flavobacterium fryxellicola
249406, Deinococcus saxicola
249409, Hydrogenophaga atypica
249410, Hydrogenophaga defluvii
249567, Streptomyces decoyicus
249580, Streptomyces glebosus
249581, Streptomyces ossamyceticus
249586, Streptomyces asoensis
251051, Pallidibacillus thermolactis
251221, Gloeobacter violaceus PCC 7421
251229, Chroococcidiopsis thermalis PCC 7203
251747, Chromobacterium subtsugae
252130, Uruburuella suis
252230, Nocardioides ganghwensis
252231, Nocardioides aestuarii
252246, Alicyclobacillus vulcanalis
252305, Pseudooceanicola batsensis HTCC2597
252393, Candidatus Erwinia dacicola
252474, Thioalkalivibrio halophilus
252514, Microbulbifer thermotolerans
252583, Vibrio ezurae
252671, Clytia hemisphaerica
252967, Thiospirochaeta perfilievii
253017, Impatiens glandulifera
253108, Natronolimnobius baerhuensis
253160, Planomicrobium stackebrandtii
253184, Myceligenerans xiligouense
253257, Lacrimispora amygdalina
253314, Acetivibrio straminisolvens
253628, Verruconis gallopava
253703, Paenibacillus antarcticus
254056, Fonsecaea monophora
254161, Halopseudomonas pachastrellae
254246, Aquicella lusitana
254247, Aquicella siphonis
254356, Roseinatronobacter ekhonensis
254357, Roseisalinus antarcticus
254406, Shimia aestuarii
254719, Marinobacter alkaliphilus
254758, Siminovitchia fortis
254785, Streptococcus halichoeri
254788, Paeniglutamicibacter kerguelensis
254793, Shewanella profunda
254945, Ehrlichia ruminantium str. Welgevonden
254955, Flagellimonas marinaquae
255045, Bradyrhizobium canariense
255205, Pseudoclavibacter helvolus
255247, Fictibacillus arsenicus
255457, Brucella lupini
255507, Aliarcobacter cibarius
255519, Atlantibacter subterraneus
255616, Haloferax sulfurifontis
255723, Slackia faecicanis
255984, Qipengyuania aquimaris
256034, Glycomyces lechevalierae
256037, Glycomyces algeriensis
256323, Marinobacter sediminum
256324, Marinobacter bryozoorum
256325, Psychrobacter maritimus
256326, Psychrobacter arenosus
256702, Glutamicibacter bergerei
256731, Volucribacter amazonae
256821, Gulosibacter molinativorax
256839, Shewanella decolorationis
257363, Rickettsia typhi str. Wilmington
257446, Lentibacillus juripiscarius
257454, Paeniglutamicibacter psychrophenolicus
257708, Roseomonas gilardii
257770, Zonotrichia leucophrys gambelii
257772, Halomonas organivorans
257877, Macaca thibetana thibetana
257984, Glutamicibacter mysorens
258049, Kitasatospora nipponensis
258050, Kitasatospora gansuensis
258051, Kitasatospora terrestris
258052, Kitasatospora arboriphila
258053, Kitasatospora paranensis
258256, Pseudovibrio denitrificans
258475, Pelotomaculum propionicicum
258505, Mycolicibacterium fluoranthenivorans
258515, Acetanaerobacterium elongatum
258533, Mycolicibacterium cosmeticum
258723, Marinilactibacillus piezotolerans
259536, Psychrobacter arcticus 273-4
259564, Methanococcoides burtonii DSM 6242
259920, Rhincodon typus
260084, Asticcacaulis taihuensis
260085, Novosphingobium taihuense
260086, Pseudonocardia ammonioxydans
260213, Wolbachia endosymbiont of Leptopilina clavipes
260364, Shewanella marisflavi
260365, Shewanella aquimarina
260552, Microbulbifer agarilyticus
260553, Brevibacterium picturae
260554, Bacillus halotolerans
260615, Mauremys reevesii
260710, Olavius algarvensis spirochete endosymbiont
260915, Wolbachia endosymbiont of Drosophila yakuba
260916, Wolbachia endosymbiont of Drosophila teissieri
260917, Wolbachia endosymbiont of Drosophila santomea
260995, Geotrypetes seraphini
261164, Psychrobacter alimentarius
261290, Halorubrum alkaliphilum
261291, Halorubrum xinjiangense
261299, Intestinibacter bartlettii
261392, Treponema porcinum
261467, Iodidimonas muriae
261503, Rhineura floridana
261594, Bacillus anthracis str. 'Ames Ancestor'
261654, Micromonospora auratinigra
261658, Cavenderia fasciculata
262004, Winogradskyella thalassocola
262005, Winogradskyella epiphytica
262006, Winogradskyella eximia
262076, Marinobacter flavimaris
262208, Kocuria carniphila
262209, Janibacter melonis
262320, Flavobacterium frigidimaris
262323, Lysobacter brunescens
262324, Lysobacter gummosus
262543, Exiguobacterium sibiricum 255-15
262719, Mesomycoplasma hyopneumoniae J
262898, Micromonospora mirobrigensis
263067, Malikia granosa
263140, Sitodiplosis mosellana
263358, Micromonospora maris AB-18-032
263475, Viridibacillus arvi
263476, Viridibacillus arenosi
263723, Idiomarina fontislapidosi
263724, Idiomarina ramblicola
263819, Yersinia aleksiciae
263849, Rhodococcus phenolicus
263852, Pilibacter termitis
264023, Mariniflexile fucanivorans
264201, Candidatus Protochlamydia amoebophila UWE25
264202, Chlamydia felis Fe/C-56
264251, Cellulosimicrobium funkei
264297, Cellulomonas denverensis
264462, Bdellovibrio bacteriovorus HD100
264636, Acholeplasma hippikon
264637, Paracholeplasma morum
264697, Peribacillus muralis
264731, Xylanibacter ruminicola 23
264736, Photobacterium frigidiphilum
264739, Marinomonas pontica
264951, Paecilomyces variotii
265072, Methylobacillus flagellatus KT
265175, Kingella potus
265178, Breznakia pachnodae
265293, Burkholderia ubonensis subsp. mesacidophila
265311, Mesoplasma florum L1
265458, Contarinia nasturtii
265546, Anoxybacillus ayderensis
265668, Vibrio ponticus
265719, Aquimonas voraii
265883, Hydrogenovibrio thermophilus
265948, Anoxybacteroides tepidamans
265959, Komagataeibacter saccharivorans
265960, Komagataeibacter nataicola
265981, Alkalimonas delamerensis
266061, Pseudoxanthomonas koreensis
266062, Pseudoxanthomonas daejeonensis
266117, Rubrobacter xylanophilus DSM 9941
266121, Ancylobacter koreensis
266122, Lysobacter koreensis
266125, Phenylobacterium koreense
266126, Azonexus caeni
266128, Stenotrophomonas koreensis
266130, Cellulomonas composti
266265, Paraburkholderia xenovorans LB400
266748, Kaistella antarctica
266749, Kaistella jeonii
266762, Porphyromonas gingivicanis
266809, Thalassobacter stenotrophicus
266810, Photobacterium lipolyticum
266812, Parasphingorhabdus flavimaris
266892, Salibacterium qingdaonense
266940, Kineococcus radiotolerans SRS30216 = ATCC BAA-149
266951, Qipengyuania seohaensis
266952, Qipengyuania gaetbuli
267125, Chryseobacterium kwangjuense
267128, Sphingopyxis granuli
267135, Erythrobacter donghaensis
267212, Neisseria bacilliformis
267362, Candidatus Phytoplasma pini
267363, Levilactobacillus zymae
267374, Marinobacterium halophilum
267375, Pseudoalteromonas marina
267696, Wolbachia endosymbiont of Drosophila tristis
267746, Aneurinibacillus danicus
267748, Mycoplasma mobile 163K
267800, Advenella incenata
267818, Lactobacillus kefiranofaciens
267850, Nitrincola lacisaponensis
267854, Actinomadura napierensis
268346, Penicillium mononematosum
268404, Peristeroidobacter agariperforans
268407, Paenibacillus wynnii
268410, Rhodovarius lipocyclicus
268735, Halonotius pteroides
268739, Natronomonas moolapensis 8.8.11
269069, Methylorubrum aminovorans
269084, Synechococcus elongatus PCC 6301
269144, Nesterenkonia aethiopica
269420, Agromyces neolithicus
269421, Agromyces salentinus
269484, Ehrlichia canis str. Jake
269649, Chionomys nivalis
269660, Methylobacterium brachiatum
269670, Sporolactobacillus nakayamae
269672, Sporolactobacillus kofuensis
269673, Sporolactobacillus terrae
269796, Rhodospirillum rubrum ATCC 11170
269798, Cytophaga hutchinsonii ATCC 33406
269799, Geobacter metallireducens GS-15
269800, Thermobifida fusca YX
270249, Bartonella phoceensis
270350, Methylobacterium hispanicum
270351, Methylobacterium aquaticum
270368, Roseateles toxinivorans
270498, Christensenella hongkongensis
270530, Synchiropus splendidus
270689, Streptomyces aculeolatus
270914, Myroides pelagicus
270918, Salegentibacter mishustinae
270921, Gillisia mitskevichiae
271096, Shewanella canadensis
271099, Shewanella atlantica
271156, Flavobacterium weaverense
271157, Flavobacterium segetis
271160, Nicoletella semolina
271420, Stutzerimonas xanthomarina
271432, Arthrobacter pigmenti
271434, Arthrobacter parietis
271503, Cebidichthys violaceus
271848, Burkholderia thailandensis E264
271865, Ochrobactrum quorumnocens
271881, Lactiplantibacillus argentoratensis
272123, Anabaena cylindrica PCC 7122
272161, Arthrobacter stackebrandtii
272210, Leucobacter albus
272557, Aeropyrum pernix K1
272559, Bacteroides fragilis NCTC 9343
272561, Chlamydia trachomatis D/UW-3/CX
272564, Desulfitobacterium hafniense DCB-2
272568, Gluconacetobacter diazotrophicus PA1 5
272569, Haloarcula marismortui ATCC 43049
272627, Paramagnetospirillum magnetotacticum MS-1
272633, Malacoplasma penetrans HF-2
272772, Pseudomonas pudica
272773, Salinivibrio costicola subsp. alcaliphilus
272774, Vreelandella alkaliphila
272844, Pyrococcus abyssi GE5
272914, Plantibacter auratus
272917, Planococcus chinensis
272918, Nesterenkonia sandarakina
272919, Nesterenkonia lutea
272942, Rhodobacter capsulatus SB 1003
272943, Cereibacter sphaeroides 2.4.1
272944, Rickettsia conorii str. Malish 7
272951, Rickettsia sibirica 246
273032, Bacillus taeanensis
273035, Spiroplasma kunkelii CR2-3x
273063, Sulfurisphaera tokodaii str. 7
273068, Caldanaerobacter subterraneus subsp. tengcongensis MB4
273075, Thermoplasma acidophilum DSM 1728
273116, Thermoplasma volcanium GSS1
273131, Nakaseomyces bracarensis
273251, Paraburkholderia sabiae
273372, Candida metapsilosis
273384, Brevibacterium aurantiacum
273527, Exiguobacterium aestuarii
273676, Nocardioides oleivorans
273677, Microbacterium oleivorans
274537, Chlorobaculum limnaeum
274592, Hoeflea marina
274593, Paenibacillus phyllosphaerae
274613, Schistocerca piceifrons
274614, Schistocerca cancellata
277961, Marinobacter maritimus
277988, Thermococcus thioreducens
278026, Arxiozyma heterogenica
278137, Mycolicibacterium gilvum Spyr1
278148, Mesorhizobium ciceri biovar biserrulae
278164, Alosa alosa
278197, Pediococcus pentosaceus ATCC 25745
278860, Vibrio neonatus
278957, Geminisphaera colitermitum TAV2
278992, Streptomyces ambofaciens ATCC 23877
279058, Collimonas arenae
279113, Collimonas pratensis
279208, Paenibacillus hodogayensis
279215, Aeribacillus alveayuensis
279238, Novosphingobium aromaticivorans DSM 12444
279262, Nocardia mexicana
279322, Cutaneotrichosporon cavernicola
279356, Aquimarina muelleri
279360, Roseivirga ehrenbergii
279446, Aquibacillus koreensis
279573, Agromyces humatus
279574, Agromyces lapidis
279714, Pseudogulbenkiania ferrooxidans 2002
279813, Thalassobacillus devorans
279824, Algoriphagus alkaliphilus
279826, Mesobacillus foraminis
279828, Microcella alkaliphila
279832, Suttonella ornithocola
279965, Antrostomus carolinensis
280036, Sporisorium graminicola
280093, Flavobacterium granuli
280145, Acinetobacter colistiniresistens
280147, Acinetobacter courvalinii
280238, Nocardiopsis rhodophaea
280293, Catenulispora rubra
280332, Bradyrhizobium jicamae
280333, Bradyrhizobium pachyrhizi
280463, Emiliania huxleyi CCMP1516
280483, Thalassotalea loyana
280699, Cyanidioschyzon merolae strain 10D
280871, Mycolicibacterium llatzerense
281105, Kitasatospora viridis
281252, Roseibium marinum
281362, Dechloromonas denitrificans
281375, Acinetobacter marinus
281456, Thermincola ferriacetica
281689, Desulfuromonas acetoxidans DSM 684
281738, Psychrobacter nivimaris
281739, Idiomarina seosinensis
282060, Ornithinimicrobium kibberense
282197, Jannaschia rubra
282199, Nereida ignava
282263, Wolbachia endosymbiont of Drosophila innubila
282402, Prevotella multiformis
282669, Psychrobacter cibarius
282676, Acidianus manzaensis
282683, Salipiger thiooxidans
283035, Sander lucioperca
283354, Alternaria metachromatica
283686, Kosakonia radicincitans
283718, Gordonia defluvii
283734, Staphylococcus pseudintermedius
283736, Leeuwenhoekiella aequorea
283737, Fructobacillus durionis
283786, Bizionia paragorgiae
283816, Metabacillus herbersteinensis
283878, Leucobacter aridicollis
283923, Pseudoxanthomonas kaohsiungensis
283942, Idiomarina loihiensis L2TR
284027, Streptomyces erythrogriseus
284028, Streptomyces fulvorobeus
284029, Streptomyces glaucus
284030, Streptomyces graminearus
284031, Streptomyces flavovariabilis
284032, Streptomyces heliomycini
284033, Streptomyces indiaensis
284035, Streptomyces lienomycini
284036, Streptomyces mutomycini
284039, Streptomyces spororaveus
284040, Streptomyces variegatus
284042, Streptomyces violaceorubidus
284043, Streptomyces spinoverrucosus
284044, Streptomyces glaucosporus
284452, Streptomyces glomeratus
284570, Microbacterium natoriense
284577, Onishia taeanensis
284579, Salibacterium salarium
284580, Bacillus seohaeanensis
284581, Priestia koreensis
284582, Alkalibacillus salilacus
284592, Debaryomyces hansenii CBS767
284811, Eremothecium gossypii ATCC 10895
284813, Encephalitozoon cuniculi GB-M1
285080, Cellulomonas septica
285258, Tenacibaculum lutimaris
285279, Pseudovibrio ascidiaceicola
285351, Flavimobilis marinus
285446, Streptomyces gelaticus
285451, Streptomyces vastus
285453, Streptomyces canarius
285458, Streptomyces agglomeratus
285500, Streptomyces luteocolor
285514, Streptomyces xylophagus
285515, Streptomyces albospinus
285531, Streptomyces rubradiris
285535, Streptomyces fulvoviolaceus
285536, Streptomyces sannanensis
285545, Kitasatospora atroaurantiaca
285556, Streptomyces atrovirens
285557, Streptomyces caniferus
285558, Streptomyces carpaticus
285560, Kitasatospora cinereorecta
285561, Streptomyces cinereospinus
285562, Streptomyces coelicoflavus
285563, Streptomyces coeruleoprunus
285564, Streptomyces ardesiacus
285566, Streptomyces levis
285568, Streptomyces bungoensis
285569, Streptomyces labedae
285572, Streptomyces virens
285574, Streptomyces erythrochromogenes
285578, Streptomyces angustmyceticus
285665, Micromonospora coriariae
285676, Micromonospora saelicesensis
285729, Fusobacterium canifelinum
285983, Mesobacillus subterraneus
286002, Gopherus flavomarginatus
286306, Cardiocondyla obscurior
286419, Canis lupus dingo
286438, Agromyces hippuratus
286459, Episyrphus balteatus
286706, Halyomorpha halys
286727, Azospirillum oryzae
287097, Loktanella agnita
287098, Yoonia rosea
287099, Salegentibacter flavus
287609, Neoroseomonas lacus
287752, Aurantimonas manganoxydans SI85-9A1
287844, Lapidilactobacillus concavus
287930, Yaniella flava
287948, Helicobacter mastomyrinus
287986, Amycolatopsis rifamycinica
288004, Beggiatoa leptomitoformis
288019, Yeosuana aromativorans
288426, Paracoccus marinus
288436, Hoeflea alexandrii
288705, Renibacterium salmoninarum ATCC 33209
288768, Bordetella ansorpii
288992, Pedobacter caeni
289003, Pseudomonas borbori
289370, Phytopseudomonas argentinensis
289376, Thermodesulfovibrio yellowstonii DSM 11347
289377, Thermodesulfobacterium commune DSM 2178
289397, Mycoplasmopsis bovis PG45
290052, Acetivibrio ethanolgignens
290054, Eubacterium coprostanoligenes
290055, Faecalicatena fissicatena
290109, Xenorhabdus innexi
290110, Xenorhabdus budapestensis
290111, Xenorhabdus ehlersii
290112, Xenorhabdus szentirmaii
290315, Chlorobium limicola DSM 245
290317, Chlorobium phaeobacteroides DSM 266
290335, Tetragenococcus koreensis
290338, Citrobacter koseri ATCC BAA-895
290398, Chromohalobacter israelensis DSM 3043
290404, Eupeodes corollae
290434, Borreliella bavariensis PBi
290512, Prosthecochloris aestuarii DSM 271
290586, Oceanobacillus oncorhynchi subsp. oncorhynchi
290588, Shouchella oshimensis
290589, Alkalibacterium iburiense
291045, Arthrobacter psychrochitiniphilus
291112, Photorhabdus asymbiotica
291169, Methylophaga muralis
291179, Subsaximicrobium wynnwilliamsii
291186, Bizionia myxarmorum
291187, Bizionia algoritergicola
291188, Bizionia gelidisalsuginis
291189, Bizionia saleffrena
291190, Gillisia hiemivivida
291193, Gelidibacter salicanalis
291208, Australozyma saopauloensis
291272, Candidatus Blochmanniella pennsylvanica str. BPEN
291302, Miniopterus natalensis
291370, Streptomyces pharetrae
291403, Algoriphagus yeomjeoni
291594, Micromonospora rifamycinica
291602, Kribbella lupini
291644, Bacteroides salyersiae
291645, Bacteroides nordii
291985, Qipengyuania vulgaris
291989, Thermosediminibacter litoriperuensis
292222, Tsuneonella troitsensis
292459, Symbiobacterium thermophilum IAM 14863
292461, Mycoplasma iguanae
292462, Mycobacterium florentinum
292564, Cyanobium gracile PCC 6307
292733, Psychrobacter aquimaris
292734, Psychrobacter namhaensis
292800, Flavonifractor plautii
292805, Wolbachia endosymbiont strain TRS of Brugia malayi
293050, Rhodococcoides kroppenstedtii
293069, Leptospira yanagawae
293085, Leptospira vanthielii
293386, Bacillus stratosphericus
293387, Bacillus altitudinis
293388, Bacillus aerius
293552, Marinomonas polaris
293559, Penicillium concentricum
293614, Rickettsia akari str. Hartford
293821, Epinephelus fuscoguttatus
293826, Alkaliphilus metalliredigens QYMF
293939, Aspergillus lentulus
293958, Rhizobium lusitanum
294128, Hyalella azteca
294381, Entamoeba histolytica HM-1:IMSS
294671, Methanobrevibacter olleyae
294699, Anoxybacteroides amylolyticum
294746, Meyerozyma guilliermondii ATCC 6260
294747, Candida tropicalis MYA-3404
294750, Cryptococcus deuterogattii R265
294935, Enterovibrio coralii
294936, Photobacterium rosenbergii
295065, Lentibacillus halophilus
295068, Marinomonas aquimarina
295069, Chryseobacterium taichungense
295084, Wolbachia endosymbiont of Drosophila willistoni
295089, Pontixanthobacter luteolus
295108, Candidatus Berkiella aquae
295255, Solidesulfovibrio aerotolerans
295324, Paenibacillus motobuensis
295352, Streptomyces bangladeshensis
295428, Flavobacterium cheniae
295585, Herbidospora daliensis
296199, Vibrio gigantis
296218, Roseivirga echinicomitans
296543, Thalassiosira pseudonana CCMP1335
296544, Sphingomonas bisphenolicum
296587, Micromonas commoda
296741, Chiroxiphia lanceolata
296842, Solidesulfovibrio carbinolicus
297244, Chryseobacterium shigense
297318, Paenibacillus rhizosphaerae
297536, Oryzihumus leptocrescens
297637, Alternaria triticimaculans
298596, Sporosarcina ureilytica
298654, Pseudofrankia inefficax
298655, Pseudofrankia saprophytica
298708, Sphingomonas kaistensis
298794, Methylobacterium variabile
298908, Pseudomonas segetis
299146, Micromonospora narathiwatensis
299152, Micromonospora siamensis
299255, Ferrimonas marina
299262, Tateyamaria omphalii
299308, Methanofollis formosanus
299321, Denticeps clupeoides
299480, Piscibacillus salipiscarius
299717, Streptomyces spiramyceticus
299767, Enterobacter ludwigii
300019, Microbacterium paludicola
300028, Rhodococcus triatomae
300111, Temnothorax curvispinosus
300112, Temnothorax longispinosus
300179, Isoptericola hypogeus
300181, Serratia ureilytica
300193, Phyllobacterium trifolii
300266, Silvimonas terrae
300413, Epinephelus moara
300417, Syngnathoides biaculeatus
300560, Isoptericola halotolerans
300825, Shouchella lehensis
300852, Thermus thermophilus HB8
300876, Vibrio europaeus
301154, Sphingomonas oligophenolica
301207, Macroventuria anomochaeta
301302, Roseburia faecis
301967, Natrinema saccharevitans
302044, Nesterenkonia halophila
302167, Virgibacillus dokdonensis
302168, Aeromicrobium alkaliterrae
302484, Haloferax larsenii
303380, Herminiimonas fonticola
303518, Pundamilia nyererei
303541, Lactobacillus apis
303699, Penicillium macrosclerotiorum
304077, Acetobacter oeni
304207, Schleiferilactobacillus harbinensis
304258, Clinocottus analis
304268, Litchfieldia alkalitelluris
304371, Methanocella paludicola SANAE
305507, Algoriphagus locisalis
305517, Nocardioides kribbensis
305793, Companilactobacillus nantensis
305900, Endozoicomonas elysicola
305977, Pusillimonas noertemannii
306281, Fischerella muscicola PCC 7414
306540, Halolactibacillus halophilus
306541, Halolactibacillus miurensis
306542, Paenibacillus gansuensis
306545, Marinimicrobium koreense
306572, Psychrobacter celer
306901, Chaetomium globosum CBS 148.51
307119, Micromonospora chaiyaphumensis
307120, Micromonospora marina
307121, Micromonospora krabiensis
307480, Chryseobacterium vrystaatense
307486, Tepidimonas taiwanensis
307502, Wolbachia endosymbiont of Drosophila ananassae
307580, Paenibacillus woosongensis
307627, Winogradskyella poriferorum
307643, Exiguobacterium profundum
307658, Monomorium pharaonis
307959, Sinocyclocheilus rhinocerous
307972, Apostichopus japonicus
308060, Apteryx rowi
308113, Dokdonia genika
308163, Halomonas almeriensis
308354, Staphylococcus simiae
308853, Natronorubrum thiooxidans
309120, Dialister micraerophilus
309798, Coprothermobacter proteolyticus DSM 5265
309799, Dictyoglomus thermophilum H-6-12
309800, Haloferax volcanii DS2
309801, Thermomicrobium roseum DSM 5159
309803, Thermotoga neapolitana DSM 4359
309878, Neopsephotus bourkii
309883, Deinococcus hohokamensis
309884, Deinococcus navajonensis
309941, Bombus affinis
310047, Cryptosporidium bovis
310298, Phocaeicola coprocola
310300, Bacteroides pyogenes
310353, Catellatospora chokoriensis
310354, Catellatospora coxensis
310355, Catellatospora bangladeshensis
310400, Sphingomonas yunnanensis
310571, Epinephelus lanceolatus
310721, Brachyspira pulli
310767, Zoogloea oryzae
310769, Fervidobacterium changbaicum
310779, Actinacidiphila yanglinensis
310780, Actinacidiphila rubida
310781, Actinacidiphila guanduensis
310782, Actinacidiphila paucisporea
310915, Pangasianodon hypophthalmus
311180, Alloyangia pacifica
311182, Denitratisoma oestradiolicum
311194, Halobacillus yeomjeoni
311230, Paraburkholderia terrae
311231, Paraburkholderia ginsengisoli
311234, Cellulomonas terrae
311235, Dyella koreensis
311333, Chryseobacterium soldanellicola
311334, Chryseobacterium taeanense
311402, Allorhizobium ampelinum S4
311410, Roseibium album
311460, Anoxybacteroides rupiense
311789, Shewanella abyssi
312017, Tetrahymena thermophila SB210
312089, Clostridium ganghwense
312153, Polynucleobacter asymbioticus QLW-P1DMWA-1
312168, Anaerovirgula multivorans
312253, Bradyrhizobium tropiciagri
312285, Trueperella bialowiezensis
312286, Trueperella bonasi
312309, Aliivibrio fischeri ES114
312540, Acidiplasma cupricumulans
312720, Streptomyces cheonanensis
313007, Ureibacillus suwonensis
313031, Hylaeus anthracinus
313075, Hylaeus volcanicus
313367, Jannaschia seosinensis
313368, Palleronia salina
313439, Streptococcus massiliensis
313594, Polaribacter irgensii 23-P
313595, Psychroflexus torquis ATCC 700755
313596, Robiginitalea biformata HTCC2501
313606, Microscilla marina ATCC 23134
313628, Lentisphaera araneosa HTCC2155
314092, Shewanella pneumatophori
314230, Blastopirellula marina DSM 3645
314231, Fulvimarina pelagi HTCC2506
314235, Phyllobacterium brassicacearum
314236, Phyllobacterium bourgognense
314237, Phyllobacterium leguminum
314238, Phyllobacterium ifriqiyense
314256, Oceanicola granulosus HTCC2516
314260, Parvularcula bermudensis HTCC2503
314271, Maritimibacter alkaliphilus HTCC2654
314275, Alteromonas mediterranea
314276, Idiomarina baltica OS145
314278, Nitrococcus mobilis Nb-231
314280, Photobacterium profundum 3TCK
314281, Pseudoalteromonas tunicata
314283, Reinekea blandensis MED297
314285, Congregibacter litoralis KT71
314319, Prolixibacter bellariivorans
314345, Mariprofundus ferrooxydans PV-1
314722, Pseudoxanthomonas suwonensis
314724, Borrelia turicatae 91E135
315271, Dolichospermum flos-aquae CCAP 1403/13F
315347, Solanum verrucosum
315358, Spiroplasma eriocheiris
315405, Streptococcus gallolyticus
315421, Alteromonas hispanica
315423, Palleronia marisminoris
315478, Methylobacterium isbiliense
315749, Bacillus cytotoxicus NVH 391-98
315750, Bacillus pumilus SAFR-032
316067, Geotalea daltonii FRC-32
316275, Aliivibrio salmonicida LFI1238
316276, Thermochromatium tepidum ATCC 43061
316335, Myceligenerans crystallogenes
316456, Anabrus simplex
317010, Enterococcus canintestini
317018, Nesterenkonia jeotgali
317019, Nocardioides dubius
317577, Deinococcus ficus
317619, Prochlorothrix hollandica PCC 9006 = CALU 1027
317655, Sphingopyxis alaskensis RB2256
317658, Sulfurimonas paralvinellae
317664, Quadrisphaera granulorum
318161, Shewanella denitrificans OS217
318167, Shewanella frigidimarina NCIMB 400
318424, Mycolicibacterium rufum
318434, Terrabacter terrae
318456, Photobacterium kishitanii
318464, Clostridium sulfidigenes
318465, Clostridium boliviensis
318683, Gluconobacter albidus
318751, Westerdykella ornata
319225, Pelodictyon luteolum DSM 273
319238, Sediminicola luteus
319652, Pediococcus cellicola
319653, Pediococcus ethanolidurans
319706, Mycolicibacterium phocaicum
319707, Mycolicibacterium aubagnense
319709, Mycobacterium barrassiae
319795, Deinococcus geothermalis DSM 11300
319939, Metapseudomonas otitidis
319942, Staphylococcus croceilyticus
319947, Streptomyces durmitorensis
319970, Enterococcus devriesei
320483, Anaplasma marginale str. Florida
320497, Neoasaia chiangmaiensis
320662, Rhodovulum marinum
320771, Pedosphaera parvula Ellin514
320778, Photobacterium ganghwense
320787, Cyclobacterium amurskyense
320909, Paenibacillus alkaliterrae
320912, Maribacter dokdonensis
321265, Halomonas mongoliensis
321266, Billgrantia kenyensis
321267, Shimia marina
321268, Lutibacter litoralis
321269, Tenacibaculum litoreum
321316, Sphaerisporangium melleum
321317, Sphaerisporangium rubeum
321318, Dietzia cinnamea
321325, Williamsia deligens
321339, Citreimonas salinaria
321398, Lepidothrix coronata
321614, Parastagonospora nodorum SN15
321661, Pseudomonas vranovensis
